peopleid;first_name;surname;born;died;gender
14434;Godfrey;Tearle;1884;1953;M
14435;Verree;Teasdale;1903;1987;F
14436;Travis;Tedford;1988;;M
14437;Maureen;Teefy;1953;;F
14438;Varun;Tej;1990;;M
14439;Ravi;Teja;1968;;M
14440;Tora;Teje;1893;1970;F
14441;Çetin;Tekindor;1945;;M
14442;Miles;Teller;1987;;M
14443;Juno;Temple;1989;;F
14444;Lew;Temple;1967;;M
14445;Shirley;Temple;1928;2014;F
14446;Gołda;Tencer;1949;;F
14447;Stacey;Tendeter;1949;2008;F
14448;Rujun;Teng;1946;;M
14449;Shen;Teng;1979;;M
14450;Huang;Teng-Hui;1981;;M
14451;Andy;Tennant;1955;;M
14452;Victoria;Tennant;1950;;F
14453;Anne;Tenney;1954;;F
14454;Del;Tenney;1930;2013;M
14455;Jon;Tenney;1961;;M
14456;Kevin S.;Tenney;1955;;M
14457;Susumu;Terajima;1963;;M
14458;Akira;Terao;1947;;M
14459;Margarita;Terekhova;1942;;F
14460;Lee;Tergesen;1965;;M
14461;Max;Terhune;1891;1973;M
14462;Boris;Terral;1969;;M
14463;Alice;Terry;1899;1987;F
14464;Nigel;Terry;1945;2015;M
14465;Paul;Terry;1985;;M
14466;Phillip;Terry;1909;1993;M
14467;Ruth;Terry;1920;2016;F
14468;;Terry-Thomas;1911;1990;M
14469;Kagawa;Teruyuki;1965;;M
14470;Laurent;Terzieff;1935;2010;M
14471;Hiroshi;Teshigahara;1927;2001;M
14472;Aoi;Teshima;1987;;F
14473;Duccio;Tessari;1926;1994;M
14474;Valentine;Tessier;1892;1981;F
14475;Fabio;Testi;1941;;M
14476;Fred;Testot;1977;;M
14477;Sylvie;Testud;1971;;F
14478;Watari;Tetsuya;1941;;F
14479;Ted;Tetzlaff;1903;1995;M
14480;Peter;Tewksbury;1923;2003;M
14481;Tia;Texada;1971;;F
14482;Ruma Guha;Thakurta;1934;;F
14483;Katharina;Thalbach;1954;;F
14484;Irving;Thalberg;1899;1936;M
14485;S.;Thaman;1983;;M
14486;Nawapol;Thamrongrattanarit;1984;;M
14487;K. A.;Thangavelu;1917;1994;M
14488;Torin;Thatcher;1905;1981;M
14489;Hilmar;Thate;1931;2016;M
14490;Phyllis;Thaxter;1919;2012;F
14491;Paris;Themmen;1959;;M
14492;Cut Mini;Theo;1976;;F
14493;Charlize;Theron;1975;;F
14494;Justin;Theroux;1971;;M
14495;Ernest;Thesiger;1879;1961;M
14496;David;Thewlis;1963;;M
14497;Wilhelm;Thiele;1890;1975;M
14498;Max;Thieriot;1988;;M
14499;Ursula;Thiess;1924;2010;F
14500;;Thilakan;1935;2012;M
14501;Olivia;Thirlby;1986;;F
14502;Victoire;Thivisol;1991;;F
14503;Betty;Thomas;1947;;F
14504;Carla;Thomas;1942;;F
14505;Daniela;Thomas;1959;;F
14506;Dave;Thomas;1932;2002;M
14507;Eddie Kaye;Thomas;1980;;M
14508;Gerald;Thomas;1920;1993;M
14509;Henry;Thomas;1971;;M
14510;Jameson;Thomas;1888;1939;M
14511;Jay;Thomas;1948;2017;M
14512;Jonathan Taylor;Thomas;1981;;M
14513;Lowell;Thomas;1892;1981;M
14514;Pascal;Thomas;1945;;M
14515;Philip Michael;Thomas;1949;;M
14516;Ralph;Thomas;1915;2001;M
14517;Richard;Thomas;1945;;M
14518;Rufus;Thomas;1917;2001;M
14519;Sean Patrick;Thomas;1970;;M
14520;Marsha;Thomason;1976;;F
14521;Bill;Thompson;1913;1971;M
14522;Brian;Thompson;1959;;M
14523;Emma;Thompson;1959;;F
14524;Fred;Thompson;1942;2015;M
14525;Harlan;Thompson;1890;1966;M
14526;J. Lee;Thompson;1914;2002;M
14527;Jack;Thompson;1940;;M
14528;Kay;Thompson;1909;1998;F
14529;Kenan;Thompson;1978;;M
14530;Lea;Thompson;1961;;F
14531;Marshall;Thompson;1925;1992;M
14532;Scottie;Thompson;1981;;F
14533;Susanna;Thompson;1958;;F
14534;Tessa;Thompson;1983;;F
14535;Tracie;Thoms;1975;;F
14536;Ulrich;Thomsen;1963;;M
14537;Kristen;Thomson;1966;;F
14538;Gerard;Thoolen;1943;1996;M
14539;Frankie;Thorn;1964;;F
14540;Billy Bob;Thornton;1955;;M
14541;Sigrid;Thornton;1959;;F
14542;Jerry;Thorpe;1926;;M
14543;Richard;Thorpe;1896;1991;M
14544;Sven-Ole;Thorsen;1944;;M
14545;Elizabeth;Threatt;1926;1993;F
14546;Frank;Thring;1926;1994;M
14547;Nikita;Thukral;1981;;F
14548;Ingrid;Thulin;1926;2004;F
14549;Rawson Marshall;Thurber;1975;;M
14550;Uma;Thurman;1970;;F
14551;Michael;Thurmeier;1965;;M
14552;Mike;Thurmeier;1965;;M
14553;Carol;Thurston;1920;1969;F
14554;Brenton;Thwaites;1989;;M
14555;Virginie;Thévenet;1957;;F
14556;Lung;Ti;1946;;M
14557;Cindy;Tian;2008;;F
14558;Liang;Tian;1979;;M
14559;Xiaojie;Tian;1970;;M
14560;Yu;Tian;1977;;M
14561;Zhuangzhuang;Tian;1952;;M
14562;Lawrence;Tibbett;1896;1960;M
14563;Paul;Tibbitt;1968;;M
14564;Rachel;Ticotin;1958;;F
14565;Inga;Tidblad;1901;1975;F
14566;Kerstin;Tidelius;1934;;F
14567;Max;Tidof;1960;;M
14568;Dov;Tiefenbach;1981;;M
14569;Feng;Tien;1928;2015;M
14570;James;Tien;1942;;M
14571;Niu;Tien;1958;;F
14572;Gene;Tierney;1920;1991;F
14573;Lawrence;Tierney;1919;2002;M
14574;Maura;Tierney;1965;;F
14575;Jonathan;Tiersten;1965;;M
14576;Pamela;Tiffin;1942;;F
14577;Deepak;Tijori;1961;;M
14578;Vyacheslav;Tikhonov;1928;2009;M
14579;Eric;Till;1929;;M
14580;Lucas;Till;1990;;M
14581;George;Tillman;1969;;M
14582;Jennifer;Tilly;1958;;F
14583;Meg;Tilly;1960;;F
14584;Justin;Timberlake;1981;;M
14585;Filippo;Timi;1974;;M
14586;Bruce;Timm;1961;;M
14587;Patrick;Timsit;1959;;M
14588;Daniel;Tinayre;1910;1994;M
14589;Mei;Ting;1975;;F
14590;Charles;Tingwell;1923;2009;M
14591;Robert;Tinkler;1973;;M
14592;Analeigh;Tipton;1988;;F
14593;Itay;Tiran;1980;;M
14594;Laurent;Tirard;1967;;M
14595;A. C.;Tirulokchandar;1930;2016;M
14596;Ashley;Tisdale;1985;;F
14597;Jennifer;Tisdale;1981;;F
14598;Jean;Tissier;1896;1973;M
14599;Adrian;Titieni;1963;;M
14600;Viktor;Titov;1939;2000;M
14601;Manoj;Tiwari;1971;;M
14602;Thelma;Tixou;1944;;F
14603;Alex;To;1962;;M
14604;Chapman;To;1972;;M
14605;Dennis;To;1981;;M
14606;Johnnie;To;1955;;M
14607;Kenneth;Tobey;1917;2002;M
14608;;Tobgyal;1958;;M
14609;George;Tobias;1901;1980;M
14610;Genevieve;Tobin;1899;1995;F
14611;Stephen;Tobolowsky;1951;;M
14612;Erika;Toda;1988;;F
14613;Keiko;Toda;1957;;F
14614;Ann;Todd;1907;1993;F
14615;Beverly;Todd;1946;;F
14616;Richard;Todd;1919;2009;M
14617;Thelma;Todd;1906;1935;F
14618;Pyotr;Todorovsky;1925;2013;M
14619;Valery;Todorovsky;1962;;M
14620;Lino;Toffolo;1934;2016;M
14621;Ugo;Tognazzi;1922;1990;M
14622;Jacques;Toja;1929;1996;M
14623;Lubor;Tokoš;1923;2003;M
14624;Sora;Tokui;1989;;F
14625;Éric;Toledano;1971;;M
14626;Goya;Toledo;1969;;F
14627;Guillermo;Toledo;1970;;M
14628;Sidney;Toler;1874;1947;M
14629;Michael;Tolkin;1950;;M
14630;Andrei;Tolubeyev;1945;2008;M
14631;Reino;Tolvanen;1920;1974;M
14632;David;Tom;1978;;M
14633;Lauren;Tom;1961;;F
14634;Tini;Tom;1972;;M
14635;Svetlana;Toma;1947;;F
14636;Haruka;Tomatsu;1990;;F
14637;Marisa;Tomei;1964;;F
14638;Kōsei;Tomita;1936;;M
14639;Tamlyn;Tomita;1966;;F
14640;Michie;Tomizawa;1961;;F
14641;Lily;Tomlin;1939;;F
14642;David;Tomlinson;1917;2000;M
14643;Eleanor;Tomlinson;1992;;F
14644;Louis;Tomlinson;1991;;M
14645;Franchot;Tone;1905;1968;M
14646;Lōc;Tone;1966;;M
14647;Dawei;Tong;1979;;M
14648;Guanxiao;Tong;1997;;F
14649;Kimmy;Tong;1990;;F
14650;Liya;Tong;1984;;F
14651;Stanley;Tong;1960;;M
14652;Tzang Merwyn;Tong;1979;;M
14653;Zhouyu;Tong;1994;;F
14654;Kyouko;Tonguu;1955;;F
14655;Phoebe;Tonkin;1989;;F
14656;Taiji;Tonoyama;1915;1989;M
14657;Denyse;Tontz;1994;;F
14658;Regis;Toomey;1898;1991;M
14659;Gordon;Tootoosis;1941;2011;M
14660;Travis;Tope;1991;;M
14661;;Topol;1935;;M
14662;Waldemar;Torenstra;1974;;M
14663;Christiane;Torloni;1957;;F
14664;John;Tormey;1937;;M
14665;Rip;Torn;1931;;M
14666;Giuseppe;Tornatore;1956;;M
14667;Antonio de la;Torre;1968;;M
14668;Leopoldo;Torre Nilsson;1924;1978;M
14669;David;Torrence;1864;1951;M
14670;Ernest;Torrence;1878;1933;M
14671;Ana;Torrent;1966;;F
14672;Fernanda;Torres;1965;;F
14673;Raquel;Torres;1908;1987;F
14674;Guy;Torry;1969;;M
14675;Luis;Tosar;1971;;M
14676;Kimito;Totani;1990;;M
14677;Robert;Totten;1937;1995;M
14678;Audrey;Totter;1917;2013;F
14679;;Totò;1898;1967;M
14680;Chunghua;Tou;1962;;M
14681;Shaun;Toub;1963;;M
14682;Rajesh;Touchriver;1972;;M
14683;Tamara;Toumanova;1919;1996;F
14684;Victor;Tourjansky;1891;1976;M
14685;Jacques;Tourneur;1904;1977;M
14686;Maurice;Tourneur;1876;1961;M
14687;Roland;Toutain;1905;1977;M
14688;Russell;Tovey;1981;;M
14689;Constance;Towers;1933;;F
14690;Tom;Towles;1950;2015;M
14691;Robert;Townsend;1957;;M
14692;Stuart;Townsend;1972;;M
14693;Pete;Townshend;1945;;M
14694;Patrice;Toye;1967;;F
14695;Wendy;Toye;1917;2010;F
14696;Megumi;Toyoguchi;1978;;F
14697;Junki;Tozuka;1992;;M
14698;Dan;Trachtenberg;1981;;M
14699;Michelle;Trachtenberg;1985;;F
14700;Arthur;Tracy;1899;1997;M
14701;Keegan Connor;Tracy;1971;;F
14702;Lee;Tracy;1898;1968;M
14703;Spencer;Tracy;1900;1967;M
14704;Phil;Traill;1973;;M
14705;Meghan;Trainor;1993;;F
14706;Charlie;Trairat;1993;;M
14707;Christian;Tramitz;1955;;M
14708;Sam;Trammell;1969;;M
14709;Anh Hung;Tran;1962;;M
14710;Josh;Trank;1984;;M
14711;Pablo;Trapero;1971;;M
14712;Leonid;Trauberg;1902;1990;M
14713;Antje;Traue;1981;;F
14714;Bill;Travers;1922;1994;M
14715;Henry;Travers;1868;1965;M
14716;Linden;Travers;1913;2001;F
14717;Daniel;Travis;1968;;M
14718;Nancy;Travis;1961;;F
14719;Stacey;Travis;1966;;F
14720;John;Travolta;1954;;M
14721;Arthur;Treacher;1894;1975;M
14722;Harry;Treadaway;1984;;M
14723;Luke;Treadaway;1984;;M
14724;Timothy;Treadwell;1957;2003;M
14725;Michael;Treanor;1979;;M
14726;Mary;Treen;1907;1989;F
14727;Danny;Trejo;1944;;M
14728;Jeff;Tremaine;1966;;M
14729;Les;Tremayne;1913;2003;M
14730;Jacob;Tremblay;2006;;M
14731;Brian;Trenchard-Smith;1946;;M
14732;Austin;Trevor;1897;1978;M
14733;Claire;Trevor;1910;2000;F
14734;Colin;Trevorrow;1976;;M
14735;Leopoldo;Trieste;1917;2003;M
14736;Filip;Trifonov;1947;;M
14737;Sergej;Trifunović;1972;;M
14738;Dennis;Trillo;1981;;M
14739;Jasmine;Trinca;1981;;F
14740;Jean-Louis;Trintignant;1930;;M
14741;Lavanya;Tripathi;1989;;F
14742;;Triple H;1969;;M
14743;June;Tripp;1901;1985;F
14744;Jeanne;Tripplehorn;1963;;F
14745;;Trisha;1983;;F
14746;Elisabeth;Trissenaar;1944;;F
14747;Arvind;Trivedi;1938;;M
14748;Jiří;Trnka;1936;1969;M
14749;Jan;Troell;1931;;M
14750;Massimo;Troisi;1953;1994;M
14751;César;Troncoso;1963;;M
14752;Zdenek;Troska;1953;;M
14753;Brandon;Trost;1981;;M
14754;Jason;Trost;1986;;M
14755;Gary;Trousdale;1960;;M
14756;Charles;Trowbridge;1882;1967;M
14757;Gisela;Trowe;1922;2010;F
14758;Verne;Troyer;1969;;M
14759;Rachel;True;1966;;F
14760;Jim;True-Frost;1966;;M
14761;Fernando;Trueba;1955;;M
14762;François;Truffaut;1932;1984;M
14763;Raoul;Trujillo;1955;2012;M
14764;Douglas;Trumbull;1942;;M
14765;Natalie;Trundy;1940;;F
14766;Glenn;Tryon;1898;1970;M
14767;Tom;Tryon;1926;1991;M
14768;Agata;Trzebuchowska;1992;;F
14769;Ricardo;Trêpa;1972;;M
14770;Chang-Hsien;Tsai;1988;;M
14771;Ming-Liang;Tsai;1957;;M
14772;Ming-liang;Tsai;1957;;M
14773;Derek;Tsang;1979;;M
14774;Eric;Tsang;1953;;M
14775;Kenneth;Tsang;1938;;M
14776;Nora;Tschirner;1981;;F
14777;Michael;Tse;1967;;M
14778;Nicholas;Tse;1980;;M
14779;Patrick;Tse;1936;;M
14780;;Tse Kwan Ho;1963;;M
14781;Lyudmila;Tselikovskaya;1919;1992;F
14782;Aristomenis;Tsirbas;1967;;M
14783;Viktor;Tsoi;1962;1990;M
14784;Tao;Tsuchiya;1995;;F
14785;Yoshio;Tsuchiya;1927;2017;M
14786;Kanji;Tsuda;1965;;M
14787;Elvis;Tsui;1961;;M
14788;Hark;Tsui;1950;;M
14789;Kaori;Tsuji;1974;;F
14790;Takashi;Tsukamoto;1982;;M
14791;Yoko;Tsukasa;1934;;F
14792;Slava;Tsukerman;1940;;M
14793;Ryūnosuke;Tsukigata;1902;1970;M
14794;Satoshi;Tsumabuki;1980;;F
14795;Kazuya;Tsurumaki;1966;;M
14796;Kōji;Tsuruta;1924;1987;M
14797;Keiko;Tsushima;1926;2012;F
14798;Mariko;Tsutsui;1960;;F
14799;Shinichi;Tsutsumi;1964;;M
14800;Yevgeny;Tsyganov;1979;;M
14801;Calvin;Tu;1993;;M
14802;William;Tubbs;1907;1953;M
14803;Stanley;Tucci;1960;;M
14804;Abi;Tucker;1973;;F
14805;Anand;Tucker;1963;;M
14806;Chris;Tucker;1971;;M
14807;Forrest;Tucker;1919;1986;M
14808;George Loane;Tucker;1872;1921;M
14809;Jonathan;Tucker;1982;;M
14810;Phil;Tucker;1927;1985;M
14811;Alan;Tudyk;1971;;M
14812;Sonny;Tufts;1911;1970;M
14813;Ulrich;Tukur;1957;;M
14814;Shilpa;Tulaskar;1977;;F
14815;Manoj;Tuli;1960;;M
14816;Marco;Tulli;1920;1982;M
14817;Bill;Tung;1933;2006;M
14818;Tamara;Tunie;1959;;F
14819;Robin;Tunney;1972;;F
14820;Paige;Turco;1965;;F
14821;Thomas;Turgoose;1992;;M
14822;Glynn;Turman;1947;;M
14823;John;Turnbull;1880;1956;M
14824;Alex;Turner;1986;;M
14825;Claramae;Turner;1920;2013;F
14826;Geraldine;Turner;1950;;F
14827;Guinevere;Turner;1968;;F
14828;Janine;Turner;1962;;F
14829;John;Turner;1932;;M
14830;Kathleen;Turner;1954;;F
14831;Lana;Turner;1921;1995;F
14832;Sophie;Turner;1996;;F
14833;Tina;Turner;1939;;F
14834;Jon;Turteltaub;1963;;M
14835;John;Turturro;1957;;M
14836;Nicholas;Turturro;1962;;M
14837;Rita;Tushingham;1942;;F
14838;Dorothy;Tutin;1930;2001;F
14839;Frank;Tuttle;1892;1963;M
14840;Shannon;Tweed;1957;;F
14841;David;Twohy;1955;;M
14842;Anne;Twomey;1951;;F
14843;;Tyga;1989;;M
14844;Tom;Tykwer;1965;;M
14845;Morten;Tyldum;1967;;M
14846;Aisha;Tyler;1970;;F
14847;Beverly;Tyler;1927;2005;F
14848;Judy;Tyler;1932;1957;F
14849;Liv;Tyler;1977;;F
14850;Perry;Tyler;1969;;M
14851;Steven;Tyler;1948;;M
14852;Judy;Tylor;1979;;F
14853;Stanisław;Tym;1937;;M
14854;Ann;Tyrrell;1909;1983;F
14855;Susan;Tyrrell;1945;2012;F
14856;Cathy;Tyson;1965;;F
14857;Cicely;Tyson;1924;;F
14858;Richard;Tyson;1961;;M
14859;Beata;Tyszkiewicz;1938;;F
14860;Chunglam;Tze;1976;;M
14861;Alice;Tzeng;1984;;F
14862;Kai-Syuan;Tzeng;1984;;F
14863;Miroslav;Táborský;1959;;M
14864;Leoni;Téa;1960;;M
14865;André;Téchiné;1943;;M
14866;Solange;Térac;1907;1993;F
14867;Eijirō;Tōno;1907;1994;M
14868;Alanna;Ubach;1975;;F
14869;Aya;Uchida;1986;;F
14870;Shungicu;Uchida;1959;;F
14871;Gustav;Ucicky;1898;1961;M
14872;;Udaykumar;1933;1985;M
14873;Ernst;Udet;1896;1941;M
14874;Yūji;Ueda;1967;;M
14875;Ken;Uehara;1909;1991;M
14876;Misa;Uehara;1937;2003;F
14877;Hitoshi;Ueki;1926;2007;M
14878;Leslie;Uggams;1943;;F
14879;Štefan;Uher;1930;1993;M
14880;Nadja;Uhl;1972;;F
14881;Gisela;Uhlen;1919;2007;F
14882;Ji-won;Uhm;1977;;F
14883;Jung-hwa;Uhm;1971;;F
14884;Tae-goo;Uhm;1983;;M
14885;Tae-woong;Uhm;1974;;M
14886;;Ukeje;1981;;M
14887;Gaspard;Ulliel;1984;;M
14888;Tracey;Ullman;1959;;F
14889;Liv;Ullmann;1938;;F
14890;Edgar G.;Ulmer;1904;1972;M
14891;Skeet;Ulrich;1970;;M
14892;Mikhail;Ulyanov;1927;2007;M
14893;Aing-ran;Um;1936;;F
14894;Miyoshi;Umeki;1929;2007;F
14895;Ernst;Umhauer;1989;;M
14896;K. P.;Ummer;1929;2001;M
14897;Edward;Underdown;1908;1989;M
14898;Blair;Underwood;1964;;M
14899;Ron;Underwood;1953;;M
14900;Natar;Ungalaaq;1959;;M
14901;Deborah;Unger;1966;;F
14902;Deborah Kara;Unger;1966;;F
14903;Gabrielle;Union;1972;;F
14904;Lee;Unkrich;1967;;M
14905;Monisha;Unni;1971;1992;F
14906;Oduvil;Unnikrishnan;1944;2006;M
14907;;Upendra;1968;;M
14908;Misty;Upham;1982;2014;F
14909;Kate;Upton;1992;;F
14910;Karl;Urban;1972;;M
14911;James;Urbaniak;1963;;M
14912;Orlando;Urdaneta;1946;;M
14913;Mary;Ure;1933;1975;F
14914;Robert;Urich;1946;2002;M
14915;Irma;Urrila;1943;;F
14916;Chano;Urueta;1904;1979;?
14917;;Urvashi;1968;;F
14918;Sebastian;Urzendowsky;1985;;M
14919;Saro;Urzì;1913;1979;M
14920;Varsha;Usgaonkar;1968;;F
14921;Jessie;Usher;1992;;M
14922;Jessie T.;Usher;1992;;M
14923;Peter;Ustinov;1921;2004;M
14924;Kenji;Utsumi;1937;2013;F
14925;Leonid;Utyosov;1895;1982;M
14926;Iko;Uwais;1983;;M
14927;Jamie;Uys;1921;1996;M
14928;Ryudo;Uzaki;1946;;M
14929;Michael;V.;1969;;M
14930;Brenda;Vaccaro;1939;;F
14931;Marine;Vacth;1991;;F
14932;Lukáš;Vaculík;1962;;?
14933;Jaime;Vadell;1935;;M
14934;Marsha;Vadhanapanich;1970;;F
14935;Roger;Vadim;1928;2000;M
14936;Omi;Vaidya;1982;;M
14937;Vladimir;Vajnshtok;1908;1987;M
14938;Holly;Valance;1983;;F
14939;Birgitta;Valberg;1916;2014;F
14940;Luis;Valdez;1940;;M
14941;Nikki;Valdez;1979;;F
14942;Ronaldo;Valdez;1947;;M
14943;Angélica;Vale;1975;;F
14944;Barbara;Valentin;1940;2002;F
14945;Rudolph;Valentino;1895;1926;M
14946;Daniel;Valenzuela;1956;;M
14947;Franca;Valeri;1920;;F
14948;Tonino;Valerii;1934;2016;M
14949;Frederick;Valk;1895;1956;M
14950;Amber;Valletta;1974;;F
14951;Alida;Valli;1921;2006;F
14952;Romolo;Valli;1925;1980;M
14953;Raf;Vallone;1916;2002;M
14954;Jean-Marc;Vallée;1963;;M
14955;Rudy;Vallée;1901;1986;F
14956;Lee;Valmassy;1987;;M
14957;André;Valmy;1919;2015;M
14958;Simone;Valère;1923;2010;F
14959;Lee;Van Cleef;1925;1989;M
14960;Charles;Van Damme;1946;;M
14961;Jean-Claude;Van Damme;1960;;M
14962;James;Van Der Beek;1977;;M
14963;Casper;Van Dien;1968;;M
14964;Mamie;Van Doren;1931;;F
14965;Jaco;Van Dormael;1957;;M
14966;Conny;Van Dyke;1945;;F
14967;Dick;Van Dyke;1925;;M
14968;W. S.;Van Dyke;1889;1943;M
14969;Felix;Van Groeningen;1977;;M
14970;Patrick;Van Horn;1969;;M
14971;Rik;Van Nutter;1929;2005;M
14972;Dick;Van Patten;1928;2015;M
14973;Joyce;Van Patten;1934;;F
14974;Mario;Van Peebles;1957;;M
14975;Melvin;Van Peebles;1932;;M
14976;Gus;Van Sant;1952;;M
14977;Travis;Van Winkle;1982;;M
14978;Philip;Van Zandt;1904;1958;M
14979;Emily;VanCamp;1986;;F
14980;Shantel;VanSanten;1985;;F
14981;Karine;Vanasse;1983;;F
14982;Courtney B.;Vance;1960;;M
14983;Vivian;Vance;1909;1979;F
14984;Florestano;Vancini;1926;2008;M
14985;Jean;Vander Pyl;1919;1999;F
14986;Alexandra;Vandernoot;1965;;F
14987;Pierre;Vaneck;1931;2010;M
14988;Charles;Vanel;1892;1989;M
14989;;Vanisri;1945;;F
14990;Carlo;Vanzina;1951;;M
14991;G.;Varalakshmi;1927;2009;F
14992;S.;Varalakshmi;1927;2009;F
14993;Agnès;Varda;1928;;F
14994;Nia;Vardalos;1962;;F
14995;Evelyn;Varden;1893;1958;F
14996;Froilán;Varela;1891;1948;M
14997;Leonor;Varela;1972;;F
14998;Matias;Varela;1980;;M
14999;Jacob;Vargas;1971;;M
15000;Dhanya Mary;Varghese;1983;;F
15001;Natalya;Varley;1947;;F
15002;Ram Gopal;Varma;1962;;M
15003;Ritu;Varma;1990;;F
15004;Marcel;Varnel;1892;1947;M
15005;Max;Varnel;1925;1996;M
15006;Jim;Varney;1949;2000;M
15007;Diane;Varsi;1938;1992;F
15008;Michael;Vartan;1968;;M
15009;Sylvie;Vartan;1944;;F
15010;S. S.;Vasan;1903;1969;M
15011;N. C.;Vasanthakokilam;1919;1951;F
15012;Luiz Carlos;Vasconcelos;1954;;M
15013;Mita;Vashisht;1967;;F
15014;Laura;Vasiliu;1976;;F
15015;Dmitri;Vasilyev;1900;1984;M
15016;Georgi;Vasilyev;1899;1946;M
15017;Sergei;Vasilyev;1900;1959;M
15018;Alani;Vasquez;1979;;F
15019;Maria;Vassiliou;1950;1989;F
15020;Meera;Vasudevan;1982;;F
15021;Das;Vasundhara;1977;;F
15022;Robert;Vattier;1906;1982;M
15023;Peter;Vaughan;1923;2016;M
15024;Rhydian;Vaughan;1988;;M
15025;Tom;Vaughan;1969;;M
15026;Matthew;Vaughn;1971;;M
15027;Robert;Vaughn;1932;2016;M
15028;Vince;Vaughn;1970;;M
15029;René;Vautier;1928;2015;M
15030;Natalya;Vavilova;1959;;F
15031;Madhav;Vaze;1939;;M
15032;Yul;Vazquez;1965;;M
15033;Vladimir;Vdovichenkov;1971;;M
15034;Natalia;Vdovina;1969;;F
15035;Francis;Veber;1937;;M
15036;Tatyana;Vedeneyeva;1953;;F
15037;Suthi;Veerabhadra Rao;1947;1988;M
15038;Alexa;Vega;1988;;F
15039;Gonzalo;Vega;1946;2016;M
15040;Paz;Vega;1976;;F
15041;Thanasis;Veggos;1926;2011;M
15042;Luisa;Vehil;1912;1991;F
15043;Conrad;Veidt;1893;1943;M
15044;Anthony;Veiller;1903;1965;M
15045;Jiří;Vejdělek;1972;;?
15046;Manuela;Velasco;1975;;F
15047;Nadine;Velazquez;1978;;F
15048;František;Velecký;1934;2003;M
15049;;Velraj;1969;;M
15050;Pyotr;Velyaminov;1926;2009;M
15051;Patricia;Velásquez;1971;;F
15052;Lorena;Velázquez;1937;;F
15053;Evelyn;Venable;1913;1993;F
15054;Véronique;Vendell;1942;;F
15055;Relangi;Venkata Ramaiah;1910;1975;M
15056;Daggubati;Venkatesh;1960;;M
15057;Chick;Vennera;1947;;M
15058;Diane;Venora;1952;;F
15059;Milo;Ventimiglia;1977;;M
15060;Jesse;Ventura;1951;;M
15061;Lino;Ventura;1919;1987;M
15062;Mark;Venturini;1961;1996;M
15063;Nedumudi;Venu;1948;;M
15064;Benay;Venuta;1911;1995;F
15065;;Vera-Ellen;1921;1981;F
15066;Georgina;Verbaan;1979;;F
15067;Natalia;Verbeke;1975;;F
15068;Gore;Verbinski;1964;;M
15069;Gwen;Verdon;1925;2000;F
15070;Carlo;Verdone;1950;;M
15071;Maribel;Verdú;1970;;F
15072;Ben;Vereen;1946;;M
15073;Sofia;Vergara;1972;;F
15074;Sylvie;Verheyde;1964;;F
15075;Michael;Verhoeven;1938;;M
15076;Paul;Verhoeven;1938;;M
15077;Renaud;Verley;1945;;M
15078;Aman Yatan;Verma;1981;;F
15079;Deven;Verma;1937;2014;M
15080;Kaaren;Verne;1918;1967;F
15081;Henri;Verneuil;1920;2002;M
15082;Jerry;Verno;1895;1975;M
15083;Anne;Vernon;1924;;F
15084;Conrad;Vernon;1968;;M
15085;Howard;Vernon;1914;1996;M
15086;John;Vernon;1932;2005;M
15087;Giovanni;Veronesi;1962;;M
15088;Ciro;Verratti;1907;1971;M
15089;Anastasiya;Vertinskaya;1944;;F
15090;Dziga;Vertov;1896;1954;M
15091;Viktor;Verzhbitsky;1959;;M
15092;Yevgeny;Vesnik;1923;2009;M
15093;Ondřej;Vetchý;1962;;M
15094;;Vetrimaaran;1975;;M
15095;Karin;Viard;1966;;F
15096;Enrico;Viarisio;1897;1967;M
15097;Titus;Vibe-Müller;1912;1986;M
15098;Gore;Vidal;1925;2012;M
15099;Henri;Vidal;1919;1959;M
15100;Charles;Vidor;1900;1959;M
15101;Florence;Vidor;1895;1977;F
15102;King;Vidor;1894;1982;M
15103;Oleg;Vidov;1943;2017;M
15104;Izabela;Vidovic;2001;;F
15105;Ashish;Vidyarthi;1962;;M
15106;Vince;Vieluf;1970;;M
15107;Berthold;Viertel;1885;1953;M
15108;Nacho;Vigalondo;1977;;M
15109;Robert Le;Vigan;1900;1972;M
15110;Daniel;Vigne;1942;;M
15111;;Vignesh;1985;;M
15112;Robert G.;Vignola;1882;1953;M
15113;Jean;Vigo;1905;1934;M
15114;Abe;Vigoda;1921;2016;M
15115;Pihla;Viitala;1982;;F
15116;;Vijay;1974;;M
15117;A. L.;Vijay;1979;;M
15118;Arun;Vijay;1974;;M
15119;K. R.;Vijaya;1948;;F
15120;;Vijayakanth;1952;;M
15121;Manjula;Vijayakumar;1953;2013;F
15122;I. M.;Vijayan;1969;;M
15123;;Vijayaraghavan;1951;;M
15124;;Vijayashanti;1964;;F
15125;Alicia;Vikander;1988;;F
15126;;Vikram;1966;;M
15127;Ekaterina;Vilkova;1982;;F
15128;Lucha;Villa;1936;;F
15129;Ana;Villafañe;1988;;F
15130;Chunchuna;Villafañe;1940;;F
15131;Paolo;Villaggio;1932;2017;M
15132;Nelson;Villagra;1937;;M
15133;Marthe;Villalonga;1932;;F
15134;Soledad;Villamil;1969;;F
15135;Leonardo;Villar;1924;;M
15136;Hervé;Villechaize;1943;1993;M
15137;Denis;Villeneuve;1967;;M
15138;Jacques;Villeret;1951;2005;M
